??????????,Are you studying at Chiang Mai University,Have you ever play any online game in the last semester,Gender,Years,Type of game,Hours spend,FPS,Casino,PvE,MOBA, Battle Royale,RTS,MMO, Puzzle,Other,Competitive Action,Role / Progression,Causal / Chance,GType,Game_Type_Merged,ADA1,ADA2,ADA3,ADA4,ADA5,ADA6,ADA7,ADA8,ADA9,ADA10,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,GPA,Game Addiction Total,Game Addiction Level,CP Total,CP Level,,,
7/15/2024 17:08:38,??? (Yes),???? (Yes),LGBTQ+,4,4. Multiplayer Online Battle Arena (MOBA) Games,4,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,1,1,0,0,0,0,3,4,5,2,5,3,5,5,5,3.25,2,Low,37,High,,,
7/15/2024 17:08:40,??? (Yes),???? (Yes),LGBTQ+,4,"7. Massively Multiplayer Online (MMO) Games, 8. Puzzle, 9. ????? (Other)",4,0,0,0,0,0,0,1,1,1,0,1,1,MMO,Role / Progression,1,1,0,1,1,1,1,0,1,1,4,5,4,2,2,3,4,4,4,3.35,8,High,32,Medium,,,
7/15/2024 17:09:43,??? (Yes),???? (Yes),Female,4,"8. Puzzle, 9. ????? (Other)",2,0,0,0,0,0,0,0,1,1,0,0,1,Puzzle,Causal / Chance,0,0,0,0,1,0,0,0,0,0,4,3,1,5,3,2,3,4,3,2.74,1,Low,28,Medium,,,
7/15/2024 17:10:49,??? (Yes),???? (Yes),Female,2,3. Player versus Environment (PvE),1,0,0,1,0,0,0,0,0,0,0,1,0,PvE,Role / Progression,0,0,1,0,1,1,0,0,0,1,4,4,3,2,3,4,3,3,4,3.24,4,Medium,30,Medium,,,
7/15/2024 17:10:50,??? (Yes),???? (Yes),LGBTQ+,2,9. ????? (Other),3,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,1,0,0,0,0,0,0,0,5,4,4,5,4,1,4,5,5,3.18,1,Low,37,High,,,
7/15/2024 17:11:05,??? (Yes),???? (Yes),Female,2,9. ????? (Other),4,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,1,0,1,0,0,1,0,0,0,0,5,5,4,5,4,3,5,5,4,4.00,3,Low,40,High,,,
7/15/2024 17:12:08,??? (Yes),???? (Yes),LGBTQ+,4,"1. First-Person Shooter Game (FPS), 2. Online Casino Games, 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",5,1,1,1,1,1,1,1,1,0,1,1,1,FPS,Competitive Action,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.20,10,High,9,Low,,,
7/15/2024 17:12:23,??? (Yes),???? (Yes),Male,2,8. Puzzle,1,0,0,0,0,0,0,0,1,0,0,0,1,Puzzle,Causal / Chance,1,0,0,0,1,1,0,0,0,0,5,4,4,4,4,3,4,4,4,3.63,3,Low,36,High,,,
7/15/2024 17:12:31,??? (Yes),???? (Yes),Male,4,4. Multiplayer Online Battle Arena (MOBA) Games,2,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,1,0,0,1,1,0,0,0,3,3,3,3,3,3,3,3,3,3.37,3,Low,27,Medium,,,
7/15/2024 17:14:00,??? (Yes),???? (Yes),Female,4,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",3,1,0,0,1,0,0,1,1,0,1,1,1,FPS,Competitive Action,0,1,0,0,1,1,0,0,0,0,4,3,3,5,3,3,5,5,5,3.33,3,Low,36,High,,,
7/15/2024 17:15:42,??? (Yes),???? (Yes),Female,4,"3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",1,0,0,1,1,0,0,0,1,0,1,1,1,PvE,Role / Progression,0,0,0,0,0,1,0,0,0,0,5,4,4,5,3,2,4,5,3,2.30,1,Low,35,High,,,
7/15/2024 17:15:52,??? (Yes),???? (Yes),Male,4,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 9. ????? (Other)",2,1,0,0,1,0,0,0,0,1,1,0,1,FPS,Competitive Action,1,1,1,0,1,1,1,0,0,0,3,4,3,3,4,4,4,4,5,2.75,6,Medium,34,High,,,
7/15/2024 17:16:10,??? (Yes),???? (Yes),Female,3,"1. First-Person Shooter Game (FPS), 7. Massively Multiplayer Online (MMO) Games",1,1,0,0,0,0,0,1,0,0,1,1,0,FPS,Competitive Action,0,1,1,0,1,0,0,0,0,0,5,4,3,4,3,4,5,4,4,3.84,3,Low,36,High,,,
7/15/2024 17:16:51,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 9. ????? (Other)",2,1,0,0,0,0,0,0,0,1,1,0,1,FPS,Competitive Action,0,0,1,0,1,1,1,0,0,1,3,3,3,3,3,3,3,3,3,3.28,5,Medium,27,Medium,,,
7/15/2024 17:17:23,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",3,0,0,0,1,0,0,0,1,0,1,0,1,MOBA,Competitive Action,0,0,0,0,1,1,1,0,0,0,4,5,3,5,4,3,4,4,4,3.80,3,Low,36,High,,,
7/15/2024 17:18:12,??? (Yes),???? (Yes),Male,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",2,0,0,0,1,1,0,0,0,0,1,0,0,MOBA,Competitive Action,0,1,1,0,1,0,0,0,0,0,4,4,3,5,3,4,5,4,4,3.69,3,Low,36,High,,,
7/15/2024 17:18:15,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games",3,1,0,1,1,1,0,1,0,0,1,1,0,FPS,Competitive Action,1,1,1,0,1,1,0,0,0,1,5,5,4,5,3,3,5,4,4,3.80,6,Medium,38,High,,,
7/15/2024 17:20:31,??? (Yes),???? (Yes),Female,1,"3. Player versus Environment (PvE), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",4,0,0,1,0,0,0,1,1,0,0,1,1,PvE,Role / Progression,0,0,1,0,1,1,0,0,1,1,5,5,4,4,4,4,4,4,4,3.65,5,Medium,38,High,,,
7/15/2024 17:21:37,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",5,1,0,0,0,0,0,1,1,0,1,1,1,FPS,Competitive Action,0,0,1,1,1,1,0,0,0,1,3,4,4,5,5,3,5,2,5,3.67,5,Medium,36,High,,,
7/15/2024 17:25:57,??? (Yes),???? (Yes),Female,1,"3. Player versus Environment (PvE), 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games",3,0,0,1,0,1,0,1,0,0,1,1,0,PvE,Role / Progression,1,0,0,0,1,1,0,0,0,1,5,3,3,5,3,2,3,3,4,3.96,4,Medium,31,Medium,,,
7/15/2024 17:26:26,??? (Yes),???? (Yes),Male,4,1. First-Person Shooter Game (FPS),1,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,1,0,0,0,0,0,0,0,0,0,2,3,5,2,4,3,3,5,5,4.00,1,Low,32,Medium,,,
7/15/2024 17:27:54,??? (Yes),???? (Yes),Male,2,3. Player versus Environment (PvE),5,0,0,1,0,0,0,0,0,0,0,1,0,PvE,Role / Progression,1,0,0,0,1,1,0,0,0,1,3,3,3,3,3,3,3,3,3,2.70,4,Medium,27,Medium,,,
7/15/2024 17:27:59,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 5. Battle Royale Games",3,1,0,0,0,1,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,1,0,1,1,1,0,1,1,5,3,3,2,2,1,2,3,3,3.90,6,Medium,24,Medium,,,
7/15/2024 17:28:22,??? (Yes),???? (Yes),Male,2,4. Multiplayer Online Battle Arena (MOBA) Games,3,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,0,1,0,0,0,0,5,5,5,4,3,1,5,5,5,2.49,1,Low,38,High,,,
7/15/2024 17:30:09,??? (Yes),???? (Yes),Female,2,4. Multiplayer Online Battle Arena (MOBA) Games,3,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,1,0,0,0,1,1,0,0,0,0,4,4,2,5,3,4,4,4,3,2.56,3,Low,33,Medium,,,
7/15/2024 17:30:33,??? (Yes),???? (Yes),Male,2,"1. First-Person Shooter Game (FPS), 2. Online Casino Games, 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",4,1,1,1,1,1,1,1,1,0,1,1,1,FPS,Competitive Action,0,1,1,1,0,1,1,0,1,0,4,4,3,3,3,4,5,4,5,2.98,6,Medium,35,High,,,
7/15/2024 17:30:52,??? (Yes),???? (Yes),Male,2,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",4,1,0,0,1,1,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,0,0,1,0,1,0,0,0,3,4,3,4,3,3,3,4,4,2.23,2,Low,31,Medium,,,
7/15/2024 17:31:05,??? (Yes),???? (Yes),Male,2,4. Multiplayer Online Battle Arena (MOBA) Games,2,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,1,0,0,0,1,1,0,0,0,1,3,4,2,5,3,3,4,3,3,3.40,4,Medium,30,Medium,,,
7/15/2024 17:31:17,??? (Yes),???? (Yes),Male,2,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",3,1,0,0,1,1,0,0,0,0,1,0,0,FPS,Competitive Action,1,0,0,0,0,1,0,1,0,0,3,4,3,3,3,3,3,3,3,3.26,3,Low,28,Medium,,,
7/15/2024 17:33:55,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 2. Online Casino Games",4,1,1,0,0,0,0,0,0,0,1,0,1,FPS,Competitive Action,0,0,1,0,1,1,1,0,0,0,3,4,3,3,2,3,3,3,3,3.78,4,Medium,27,Medium,,,
7/15/2024 17:35:18,??? (Yes),???? (Yes),Female,1,"8. Puzzle, 9. ????? (Other)",3,0,0,0,0,0,0,0,1,1,0,0,1,Puzzle,Causal / Chance,1,0,0,0,0,1,0,0,0,0,4,4,4,4,4,3,5,5,4,4.00,2,Low,37,High,,,
7/15/2024 17:38:15,??? (Yes),???? (Yes),Male,3,"1. First-Person Shooter Game (FPS), 8. Puzzle",3,1,0,0,0,0,0,0,1,0,1,0,1,FPS,Competitive Action,1,0,1,0,1,1,1,0,0,1,4,4,5,4,3,4,4,5,5,3.00,6,Medium,38,High,,,
7/15/2024 17:38:33,??? (Yes),???? (Yes),Male,3,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",3,1,0,0,1,1,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,1,0,0,1,0,0,0,0,5,4,4,5,3,4,4,5,2,2.35,2,Low,36,High,,,
7/15/2024 17:38:42,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",3,1,0,1,1,1,0,1,1,0,1,1,1,FPS,Competitive Action,1,0,1,0,1,1,0,0,0,0,3,4,3,3,3,4,3,5,4,3.14,4,Medium,32,Medium,,,
7/15/2024 17:39:06,??? (Yes),???? (Yes),LGBTQ+,1,9. ????? (Other),2,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,1,0,1,0,0,0,0,0,4,3,3,2,3,4,2,3,3,3.27,2,Low,27,Medium,,,
7/15/2024 17:40:08,??? (Yes),???? (Yes),Female,4,"3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 9. ????? (Other)",2,0,0,1,1,0,0,0,0,1,1,1,1,PvE,Role / Progression,0,0,1,0,1,1,0,0,0,0,1,3,3,5,4,4,4,5,4,4.00,3,Low,33,Medium,,,
7/15/2024 17:43:27,??? (Yes),???? (Yes),Female,3,4. Multiplayer Online Battle Arena (MOBA) Games,4,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,1,1,1,1,1,1,0,1,1,1,2,3,2,4,4,3,3,4,4,3.29,9,High,29,Medium,,,
7/15/2024 17:45:14,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",2,0,0,0,1,1,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,1,1,0,0,0,0,5,5,3,5,4,5,5,5,5,3.76,2,Low,42,High,,,
7/15/2024 17:45:49,??? (Yes),???? (Yes),Female,3,7. Massively Multiplayer Online (MMO) Games,4,0,0,0,0,0,0,1,0,0,0,1,0,MMO,Role / Progression,1,1,1,0,1,1,0,1,0,1,5,3,3,4,3,2,4,3,3,2.70,7,High,30,Medium,,,
7/15/2024 17:46:08,??? (Yes),???? (Yes),Female,4,"7. Massively Multiplayer Online (MMO) Games, 8. Puzzle, 9. ????? (Other)",3,0,0,0,0,0,0,1,1,1,0,1,1,MMO,Role / Progression,0,0,1,0,1,1,0,0,0,0,3,3,3,4,3,4,4,4,4,3.25,3,Low,32,Medium,,,
7/15/2024 17:48:27,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 2. Online Casino Games, 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games",4,1,1,1,1,0,0,0,0,0,1,1,1,FPS,Competitive Action,0,0,0,0,1,0,1,0,0,0,3,3,4,5,4,4,3,4,4,2.82,2,Low,34,High,,,
7/15/2024 17:50:22,??? (Yes),???? (Yes),Male,1,4. Multiplayer Online Battle Arena (MOBA) Games,2,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,0,1,0,0,0,0,5,4,4,4,4,4,5,4,4,3.97,1,Low,38,High,,,
7/15/2024 17:53:35,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 2. Online Casino Games, 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 8. Puzzle",3,1,1,1,1,1,0,0,1,0,1,1,1,FPS,Competitive Action,0,0,0,0,1,1,1,0,0,0,5,3,4,5,4,5,5,5,4,3.56,3,Low,40,High,,,
7/15/2024 17:54:19,??? (Yes),???? (Yes),Female,3,5. Battle Royale Games,1,0,0,0,0,1,0,0,0,0,1,0,0,Battle Royale,Causal / Chance,0,0,1,0,1,1,0,0,1,0,4,4,1,4,3,4,4,3,4,3.57,4,Medium,31,Medium,,,
7/15/2024 17:55:12,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 8. Puzzle",3,1,0,0,0,1,1,0,1,0,1,0,1,FPS,Competitive Action,0,0,1,0,1,0,0,0,1,0,5,4,3,4,4,3,3,4,4,3.80,3,Low,34,High,,,
7/15/2024 17:55:35,??? (Yes),???? (Yes),Male,1,"7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",1,0,0,0,0,0,0,1,1,0,0,1,1,MMO,Role / Progression,1,0,0,0,0,1,1,0,0,0,4,3,3,3,3,3,3,3,3,3.75,3,Low,28,Medium,,,
7/15/2024 17:56:46,??? (Yes),???? (Yes),LGBTQ+,1,2. Online Casino Games,1,0,1,0,0,0,0,0,0,0,0,0,1,Casino,Causal / Chance,1,0,1,1,1,1,1,1,1,1,2,2,3,3,3,3,2,2,2,4.00,9,High,22,Medium,,,
7/15/2024 17:57:35,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",2,1,0,1,1,0,0,1,1,0,1,1,1,FPS,Competitive Action,0,0,1,0,1,1,1,0,0,0,4,4,4,3,4,3,4,3,4,3.96,4,Medium,33,Medium,,,
7/15/2024 17:58:00,??? (Yes),???? (Yes),Female,3,8. Puzzle,3,0,0,0,0,0,0,0,1,0,0,0,1,Puzzle,Causal / Chance,1,0,1,0,1,0,0,0,0,0,4,3,3,4,3,4,4,4,3,3.58,3,Low,32,Medium,,,
7/15/2024 17:58:26,??? (Yes),???? (Yes),Female,3,7. Massively Multiplayer Online (MMO) Games,3,0,0,0,0,0,0,1,0,0,0,1,0,MMO,Role / Progression,0,0,0,0,1,1,0,0,0,0,5,5,3,5,4,2,4,3,3,3.78,2,Low,34,High,,,
7/15/2024 17:59:35,??? (Yes),???? (Yes),Female,2,8. Puzzle,1,0,0,0,0,0,0,0,1,0,0,0,1,Puzzle,Causal / Chance,0,0,1,0,1,1,1,0,0,0,4,5,3,3,3,4,4,3,3,3.16,4,Medium,32,Medium,,,
7/15/2024 17:59:36,??? (Yes),???? (Yes),Male,3,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 8. Puzzle",3,1,0,1,0,0,0,0,1,0,1,1,1,FPS,Competitive Action,0,0,1,0,0,0,1,0,0,0,4,4,3,4,3,5,4,4,4,2.14,2,Low,35,High,,,
7/15/2024 17:59:40,??? (Yes),???? (Yes),Male,4,"3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",5,0,0,1,1,0,0,1,1,0,1,1,1,PvE,Role / Progression,1,0,1,0,1,1,0,0,0,1,4,3,3,2,4,3,3,3,3,2.65,5,Medium,28,Medium,,,
7/15/2024 17:59:55,??? (Yes),???? (Yes),LGBTQ+,1,"2. Online Casino Games, 4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",4,0,1,0,1,0,0,0,1,0,1,0,1,Casino,Causal / Chance,0,0,1,0,1,1,0,0,0,0,5,5,5,5,5,5,2,5,5,3.49,3,Low,42,High,,,
7/15/2024 17:59:55,??? (Yes),???? (Yes),LGBTQ+,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 6. Real-time Shooter Game (RTS), 8. Puzzle",3,0,0,0,1,0,1,0,1,0,1,0,1,MOBA,Competitive Action,1,0,0,0,1,1,0,0,0,1,5,5,5,5,5,5,5,5,5,3.64,4,Medium,45,High,,,
7/15/2024 18:00:27,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",1,0,0,0,1,0,0,0,1,0,1,0,1,MOBA,Competitive Action,0,0,1,0,0,0,0,0,0,0,4,4,2,3,2,2,4,3,4,3.56,1,Low,28,Medium,,,
7/15/2024 18:00:57,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 8. Puzzle",4,1,0,0,1,1,1,0,1,0,1,0,1,FPS,Competitive Action,1,0,1,0,1,1,0,0,0,0,5,4,4,5,4,3,3,4,4,3.81,4,Medium,36,High,,,
7/15/2024 18:01:14,??? (Yes),???? (Yes),Female,3,3. Player versus Environment (PvE),5,0,0,1,0,0,0,0,0,0,0,1,0,PvE,Role / Progression,0,0,1,0,1,1,0,0,0,1,4,2,2,3,2,5,4,3,3,3.56,4,Medium,28,Medium,,,
7/15/2024 18:02:22,??? (Yes),???? (Yes),Female,3,"1. First-Person Shooter Game (FPS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",1,1,0,0,0,0,0,1,1,0,1,1,1,FPS,Competitive Action,1,0,1,0,0,1,0,0,1,0,5,3,4,3,3,2,1,4,3,3.25,4,Medium,28,Medium,,,
7/15/2024 18:05:46,??? (Yes),???? (Yes),LGBTQ+,1,4. Multiplayer Online Battle Arena (MOBA) Games,4,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,0,1,0,0,0,0,2,2,1,4,3,2,2,2,3,3.82,1,Low,21,Low,,,
7/15/2024 18:06:53,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",3,0,0,0,1,0,0,0,1,0,1,0,1,MOBA,Competitive Action,0,0,0,0,0,1,0,0,0,0,4,3,3,5,3,4,4,4,3,3.70,1,Low,33,Medium,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
